Date,Open,High,Low,Close
22-Mar-06,,,,6181.7
23-Mar-06,,,,6216.54
24-Mar-06,,,,6253.98
27-Mar-06,,,,6335.43
28-Mar-06,,,,6286.29
29-Mar-06,,,,6415.4
30-Mar-06,,,,6515.85
31-Mar-06,,,,6591.66
03-Apr-06,,,,6804.6
04-Apr-06,,,,6830.11
05-Apr-06,,,,6941.28
07-Apr-06,,,,6873.8
10-Apr-06,,,,6970.65
12-Apr-06,,,,6901.76
13-Apr-06,,,,6738.59
17-Apr-06,,,,6844.64
18-Apr-06,,,,6921.33
19-Apr-06,,,,6941.74
20-Apr-06,,,,6998.11
21-Apr-06,,,,6998.51
24-Apr-06,,,,7089.56
25-Apr-06,,,,7065.44
26-Apr-06,,,,7194.26
27-Apr-06,,,,7254.8
28-Apr-06,,,,7206.31
29-Apr-06,,,,7397.48
02-May-06,,,,7474.74
03-May-06,,,,7517.75
04-May-06,,,,7516.56
05-May-06,,,,7529.67
08-May-06,,,,7613.7
09-May-06,,,,7699.15
10-May-06,,,,7812.84
11-May-06,,,,7728.82
12-May-06,,,,7700.63
15-May-06,,,,7469.46
16-May-06,,,,7335.92
17-May-06,,,,7617.2
18-May-06,,,,7126.85
19-May-06,,,,6803.29
22-May-06,,,,6336.03
23-May-06,,,,6480.23
24-May-06,,,,6455.72
25-May-06,,,,6392.01
26-May-06,,,,6558.05
29-May-06,,,,6616.75
30-May-06,,,,6633.59
31-May-06,,,,6364.29
01-Jun-06,,,,6142.37
02-Jun-06,,,,5986.36
05-Jun-06,,,,5873.41
06-Jun-06,,,,5645.57
07-Jun-06,,,,5256.17
08-Jun-06,,,,4833.26
09-Jun-06,,,,5054.29
12-Jun-06,,,,4969.29
13-Jun-06,,,,4668.1
14-Jun-06,,,,4502.63
15-Jun-06,,,,4678.57
16-Jun-06,,,,4891.01
19-Jun-06,,,,5009.47
20-Jun-06,,,,5113.66
21-Jun-06,,,,5323.89
22-Jun-06,,,,5492.77
23-Jun-06,,,,5533.51
25-Jun-06,,,,5613.43
26-Jun-06,,,,5346.26
27-Jun-06,,,,5244.99
28-Jun-06,,,,5195.95
29-Jun-06,,,,5210.8
30-Jun-06,,,,5357.04
03-Jul-06,,,,5362.53
04-Jul-06,,,,5325.81
05-Jul-06,,,,5349.32
06-Jul-06,,,,5332.35
07-Jul-06,,,,5239.49
10-Jul-06,,,,5235.03
11-Jul-06,,,,5258.66
12-Jul-06,,,,5283.15
13-Jul-06,,,,5322.33
14-Jul-06,,,,5291.1
17-Jul-06,,,,5175.91
18-Jul-06,,,,5059.07
19-Jul-06,,,,4882.02
20-Jul-06,,,,4943.81
21-Jul-06,,,,4814.72
24-Jul-06,,,,4758.26
25-Jul-06,,,,4854.16
26-Jul-06,,,,4968.19
27-Jul-06,,,,5029.36
28-Jul-06,,,,5065.17
31-Jul-06,,,,5131.48
01-Aug-06,,,,5113.09
02-Aug-06,,,,5177.91
03-Aug-06,,,,5238.55
04-Aug-06,,,,5216.87
07-Aug-06,,,,5216.29
08-Aug-06,,,,5299.21
09-Aug-06,,,,5387.2
10-Aug-06,,,,5487.18
11-Aug-06,,,,5596.61
14-Aug-06,,,,5701.06
16-Aug-06,,,,5801.02
17-Aug-06,,,,5727.42
18-Aug-06,,,,5766.64
21-Aug-06,,,,5818.3
22-Aug-06,,,,5826.39
23-Aug-06,,,,5748.18
24-Aug-06,,,,5783.8
25-Aug-06,,,,5832.61
28-Aug-06,,,,5868.32
29-Aug-06,,,,5870.44
30-Aug-06,,,,5849.6
31-Aug-06,,,,5778.99
01-Sep-06,,,,5814.26
04-Sep-06,,,,5888
05-Sep-06,,,,5906.81
06-Sep-06,,,,5952.5
07-Sep-06,,,,5951.79
08-Sep-06,,,,6031.23
11-Sep-06,,,,5841.47
12-Sep-06,,,,5870.49
13-Sep-06,,,,5975.39
14-Sep-06,,,,5988.59
15-Sep-06,,,,5985.63
18-Sep-06,,,,6032.54
19-Sep-06,,,,5971.59
20-Sep-06,,,,5999.56
21-Sep-06,,,,6036.17
22-Sep-06,,,,6016.1
